Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Wavu id;Name;Recovery;Image;Video
2,1,4,1;h, m, m, m;7, 9, 12, 30;,i30;-9;+10a (+1);+42a (-5);"* Balcony Break
* Combo from 3rd CH
* Input can be delayed 10f
* Chip damage (9) on block
* Deals 6 damage to self (4 recoverable)";bbr chp;Jun-2,1,4,1;Byakuren Tsukinuki;r34;;File:t8-p2-jun-2,1,4,1.mp4
2,1,4,3;h, m, m, h;7, 9, 12, 21;,i25;-9;+13a (+4);;"* Balcony Break
* Combo from 3rd CH with 5f delay
* Input can be delayed 10f";bbr;Jun-2,1,4,3;Byakuren Tamasudare;r37;;File:t8-p2-jun-2,1,4,3.mp4
2,1,1+2;h, m, h;7, 9, 21;,i22;+2;+48a (+10);;"* Balcony Break
* Combo from 2nd CH with 9f delay";bbr;Jun-2,1,1+2;Byakuren Misogi;r26;;File:t8-p2-jun-2,1,1+2.mp4
3;m;20;,i14~15;-13~-12;+18a (+1);;Balcony Break;bbr;Jun-3;Shion;r26;;File:Jun-23.mp4
4;h;17;i12;-9;+7;+32a;;;Jun-4;Magic Four;r28;;
1+2;m;26;i13;-12;+28a;;"* Balcony Break
* Heat Engager";bbr he;Jun-1+2;Shunkei;r34;;File:t8-p2-jun-1+2.mp4
1+4;SL,h;5,8;i14 i17;-3;-3;+4;"* Jail from 1st attack
* CH advantage listed is for the 2nd hit";;Jun-1+4;;r21;;
1+4,2;SL,h, h;5,8, 10;,i19;-2;+9;;Combo from 2nd CH;;Jun-1+4,2;;r21;;
1+4,2,4;SL,h, h, m;5,8, 10, 23;,i24;-15;+11a (+2);;Combo from 3rd CH;;Jun-1+4,2,4;White Heron Dance;r34;;File:t8-p2-jun-1+4,2,4.mp4
1+4,2,d+4;SL,h, h, L;5,8, 10, 15;,i24~25;-23~-22;+27a;;"Combo from 3rd CH
,High crush 10~38";cs10~38;Jun-1+4,2,d+4;White Heron Lower Dance;r30;;File:t8-p2-jun-1+4,2,d+4.mp4
1+4,3;SL,h, m;5,8, 15;,i24~25;-11~-10;+1~+2;;Combo from 2nd CH;;Jun-1+4,3;;r29;;
1+4,3,1;SL,h, m, m;5,8, 15, 20;,i33~34;-13~-12;+17a (+10);;;;Jun-1+4,3,1;White Heron Sun Palm;r32;;File:t8-p2-jun-1+4,3,1.mp4
1+4,3,4;SL,h, m, L;5,8, 15, 17;,i25~26;-13~-12;+4c~+5c;+26a;Combo from 3rd CH;;Jun-1+4,3,4;White Heron Moon Kick;r31;;File:t8-p2-jun-1+4,3,4.mp4
3+4;m,M,M;6,18,20;i23~24 i30~31 i16;-6~-5;+26a (+8);;"* Spike
* 3rd hit available only as combo from 2nd hit
* Can recover in r22 FC with D on whiff
* Deals 12 damage to self (8 recoverable)
Low crush 5~33 fs34~36";spk js5~33 fs34~36;Jun-3+4;Ryuuntsui - Misogi;r24;;File:t8-p2-jun-3+4.mp4
f+1;m;15;i20;0;+9;+13;* Restores 2 health and 2 recoverable on hit;;Jun-f+1;Izumo Smash;r28 IZU;;File:t8-p2-jun-f+1.mp4
f+2;M;20;i17~18;-18~-17;+33a (+23);;Cancel to r11 FC with D;;Jun-f+2;Demon Slayer;r36;;File:t8-p2-jun-f+2.mp4
f+2,1+2;M, M;20, 20;i29~32;-9~-8;;;"* Heat Engager

* Combo from 1st hit
* Chip damage (8) on block
* Deals 18 damage to self (12 recoverable)
* Available only on hit or block";he chp;Jun-f+2,1+2;Ame-no-Habakiri;;;File:t8-p2-jun-f+2,1+2.mp4
f+3;m;13;i16;-9;+7;;;;Jun-f+3;;r28;;
f+3,2;m, h;13, 17;,i20~21;+6~+7;+11~+12;+20c~+21C;"* Homing
* Combo from 1st hit with 5f delay
* Restores 2 health on hit";hom;Jun-f+3,2;Kanbashira > Izumo Strike;r39 IZU;;File:t8-p2-jun-f+3,2.mp4
f+3,4;m, M;13, 22;,i20~22;-13~-11;+28a (+13);;"* Tornado
* Combo from 1st hit with 5f delay";trn;Jun-f+3,4;Double Kanbashira;r35;;File:t8-p2-jun-f+3,4.mp4
f+3~u;m;13;;-2;+14g;;;;Jun-f+3~u_d;;r30;;
f+4;h;21;i19~21;+3~+5;+13~+15;;Homing;hom;Jun-f+4;Getsukankyaku;r23;;File:t8-p2-jun-f+4.mp4
f+1+2;h;0;i12;+2;+26g;+23;"* Transition to r20 MIA on hit only
* Deals 6 damage to self (4 recoverable)
* Unparryable";;Jun-f+1+2;Inner Peace;r24;;File:t8-p2-jun-f+1+2.mp4
f+2+3;h;21;i28~29;+0~+1;+25a;;"* Punch sabaki
* Crumple stun launcher (+51a) on parry effect
Parry state 4~15";ps4~15;Jun-f+2+3;Wheel Kick;r27;;File:t8-p2-jun-f+2+3.mp4
f+3+4;;;;;;;"* Cancel to r18 FC with D
* Parries low punches or kicks
* Parries throws
Parry state 1~40";ps1~40;Jun-f+3+4;Genjitsu;r16 GEN;;File:Jun-108.mp4
df+1;m;10;i13~14;-3~-2;+8~+9;;;;Jun-df+1;Mid Check;r21;;
df+1,1;m, m;10, 17;,i24~25;-11~-10;+2~+3;+13g~+14g;Combo from 1st hit;;Jun-df+1,1;Habotan;r29;;File:t8-p2-jun-df+1,1.mp4
df+1,2;m, h;10, 12;,i22~23;-4~-3;+6~+7;+11~+12;Combo from 1st hit;;Jun-df+1,2;Aya Stitch;r23;;File:t8-p2-jun-df+1,2.mp4
df+2;m;14;i16~17;-12~-11;+29a (+19);;Launches crouching opponent;;Jun-df+2;Mizuho;r30;;File:t8-p2-jun-df+2.mp4
df+2,1+2;m, M;14, 12;i25~26;-9~-8;+38a (+28);;"* Combo from 1st hit
* Chip damage (4) on block
* Deals 24 damage to self (16 recoverable)
* Available only on hit or block";chp;Jun-df+2,1+2;Ame-no-Murakumo;r31;;File:t8-p2-jun-df+2,1+2.mp4
df+3;m;22;i17;-8;+19a (+10);;"* Homing
* Balcony Break";hom bbr;Jun-df+3;Kazakiri;r31;;File:t8-p2-jun-df+3.mp4
df+4;m;22;i15;-14;+48a (+17);+52a;"* Tornado
* Crumple stun launcher (+52a) on CH";trn;Jun-df+4;Katabami;r38;;File:t8-p2-jun-df+4.mp4
df+3+4;m;17;i24~25;-11~-10;+1~+2;;;;Jun-df+3+4;;r31;;
df+3+4,1;m, m;17, 20;,i33~34;-13~-12;+17a (+10);;;;Jun-df+3+4,1;Heavenly Sun Palm;r32;;File:t8-p2-jun-df+3+4,1.mp4
df+3+4,4;m, L;17, 17;,i25~26;-13~-12;+4c~+5c;+26a;Combo from 1st CH;;Jun-df+3+4,4;Heavenly Moon Kick;r31;;File:t8-p2-jun-df+3+4,4.mp4
d+2;m;18;i20~21;-4c~-3c;+9c~+10c;+18a;Spike;spk;Jun-d+2;Narumi;r30 FC;;File:t8-p2-jun-d+2.mp4
d+4;L;10;i15;-12;-1;;;;Jun-d+4;;r31;;
d+4,4;L, h;10, 20;,i25~26;-9~-8;+13a (+4);;"* Balcony Break
* Combo from 1st CH";bbr;Jun-d+4,4;Suminagashi;r36;;File:t8-p2-jun-d+4,4.mp4
d+1+2;M;28;i26;-9;+72a (+56);;"* Tornado
* Chip damage (11) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable";trn chp;Jun-d+1+2;Kamudo-no-Tsurugi;r32;;File:t8-p2-jun-d+1+2.mp4
d+3+4;l,h;5,20;i14 i24~27;-25;-6 (high blocked);+30a (+20);"* Combo from 1st CH
* Jails from 1st hit
Low crush 5~45, Low crush 1~27 fs28~30";js5~45 js1~27 fs28~30;Jun-d+3+4;Double Lift Kicks;r31;;File:t8-p2-jun-d+3+4.mp4
db+1;m;7;i15~16;-8~-7;+1;;;;Jun-db+1;;r28;;
db+1,1;m, m;7, 8;,i21;-11;+0;;Combo from 1st hit;;Jun-db+1,1;;r30;;
db+1,1,1+2;m, m, m,m,m;7, 8, 5,5,20;,i17 i26 i49;-15;+21a (+11);;"* Balcony Break
* Combo from any hit
* Restores 4 health and 4 recoverable
* Unparryable";bbr;Jun-db+1,1,1+2;Hourai's Dance;r34;;File:t8-p2-jun-db+1,1,1+2.mp4
db+2;L;15;i23~24;-12~-11;+2~+3;+14g~+15g;High crush 15~;cs15~;Jun-db+2;Ayame;r30 FC;;File:t8-p2-jun-db+2.mp4
db+3;L;14;i18;-12;+2;+6c;;;Jun-db+3;Leg Scythe;r31;;File:t8-p2-jun-db+3.mp4
db+4;L;14;i22~24;-11~-9;+0~+2;+3~+5;"Transition to r22 FC with D
High crush 6~41";cs6~41;Jun-db+4;;r28;;
db+4,4;L, L;14, 15;,i31~33;-7~-5;+4~+6;+35a;"* Combo from 1st CH
* Transition to r22 FC with D
,High crush 1~49";cs1~49;Jun-db+4,4;;r24;;
db+4,4,4;L, L, L;14, 15, 16;,i31~33;-7~-5;+4~+6;+35a;"* Transition to r22 FC with D
,High crush 1~49";cs1~49;Jun-db+4,4,4;Kariashi;r24;;File:t8-p2-jun-db+4,4,4.mp4
db+4,1+4;L, sl,h;14, 5,8;,i22 i17;-3;-3;+4;"* Combo from 1st hit
* Links to 1+4 extensions
* Alternate inputs:
** db+4,4,1+2
** db+4,4,4,1+2
* CH advantage listed is for the last hit";;Jun-db+4,1+4;Kariashi Hakuro;r21;;File:t8-p2-jun-db+4,1+4.mp4
b+1;L;19;i29~30;-10~-9;+6~+7;+0d;"* Cancel to r14 FC with D
* Transition to attack throw on CH, 22 damage
* Opponent recovers FDFA on CH
High crush 6~";cs6~;Jun-b+1;Violet;r28;;File:Jun-56.mp4
b+1+3;;;;;;;"* Alternate input: b+2+4
* Parries mid or high punches or kicks
Parry state 5~12";ps5~12;Jun-b+1+3;Attack Reversal;;;File:Jun-127.mp4
b+2;m;10;i14~15;-9~-8;+2~+3;;;;Jun-b+2;;r29;;
b+2,1;m, h;10, 7;,i15~16;-9~-8;+2~+3;;"* Elbow
* Combo from 1st hit with 5f? delay";elb;Jun-b+2,1;;r27;;
b+2,1,1;m, h, m;10, 7, 20;,i25;-13;+13a (+4);;"* Balcony Break
* Combo from 2nd CH with 4f delay
* Input can be delayed 14f";bbr;Jun-b+2,1,1;Ryuen Saika Shikei;r32;;File:t8-p2-jun-b+2,1,1.mp4
b+2,1,2;m, h, M;10, 7, 20;,i23;-9;+30a (+15);+69a (+53);"* Tornado
* Combo from 2nd CH with 6f delay
* Input can be delayed 14f
* Chip damage (9) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable";trn chp;Jun-b+2,1,2;Ryuen Saika Renken;r35;;File:t8-p2-jun-b+2,1,2.mp4
b+2,1,4;m, h, h;10, 7, 24;,i23~25;-8~-7;+42a (-16);;"* Balcony Break
* Combo from 2nd CH with 6f delay
* Input can be delayed 14f";bbr;Jun-b+2,1,4;Ryuen Saika Renshuu;r30;;File:t8-p2-jun-b+2,1,4.mp4
b+2,1~B;m, h;10, 7;;+0~+1;+11g~+12g;;"* Restores 2 recoverable health with each pulse
* Transition to r30 with u_d
* Cancel to r15 with DB";;Jun-b+2,1~B;;r14 MIA;;
b+2,1~F;m, h;10, 7;;+0~+1;+11g~+12g;;"* Cancel to r18 FC with D
* Parries low punches or kicks
* Parries throws
Parry state 1~40";ps1~40;Jun-b+2,1~F;;r14 GEN;;
b+2,2;m, m;10, 10;,i16~17;-9~-8;+3;;Combo from 1st hit with 5f? delay;;Jun-b+2,2;Ryuen Magushi;r27;;File:t8-p2-jun-b+2,2.mp4
b+3;m;20;i16~17;-19~-18;+22a (+12);;Low crush 10~37 fs38~40;js10~37 fs38~40;Jun-b+3;Dragon Wheel Kick;r37;;File:t8-p2-jun-b+3.mp4
b+3,2;m, M;20, 22;,i20;-9;+30a (+15);+69a (+53);"* Tornado
* Chip damage (8) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable";trn chp;Jun-b+3,2;Ryuusha Renken;r35;;File:t8-p2-jun-b+3,2.mp4
b+3,4;m, L;20, 14;,i20~22;-11;+0~+2;+3;"* Links to db+4 extensions
* Can recover in r22 FC with D
,High crush 1~42";cs1~42;Jun-b+3,4;Dragon Wheel Leg Cutter;r28;;File:t8-p2-jun-b+3,4.mp4
b+4;m;14;i13~14;-7~-8;+5~+6;;Knee;kne;Jun-b+4;;r28;;
b+4,2;m, M;14, 17;,i22~23;-13~-12;+5~+6;+28a (+18);Combo from 1st hit with 8f delay;;Jun-b+4,2;Shirabyoushi;r31;;File:t8-p2-jun-b+4,2.mp4
b+1+2;;;;;;;"* Restores 2 recoverable with each pulse
* Transition to r30 with u_d
* Cancel to r15 with DB";;Jun-b+1+2;Miare;r10 MIA;;File:Jun-113.mp4
b+2+3;m!;50;i57~58;;+6~+7;;Balcony Break;bbr;Jun-b+2+3;Shinki;r37;;File:t8-p2-jun-b+2+3.mp4
b+3+4;m;25;i28~29;-12~-11;+9a (+0);;"* Balcony Break
* Frame advantage is -8 if an attack is absorbed
Power crush 7~";bbr pc7~;Jun-b+3+4;Omoikane;r35;;File:t8-p2-jun-b+3+4.mp4
u+2;h;17;i23~24;+6~+7;+11~+12;+20c~+21c;"* Homing
* Alternate input: ub+2";hom;Jun-u+2;Izumo Strike;r40 IZU;;File:Jun-69.mp4
u+4;m;21;i22~23;-3~-2;+22a;;"* Alternate input: ub+4
Low crush 8~28 fs29~31";js8~28 fs29~31;Jun-u+4;Chikura;r30;;File:t8-p2-jun-u+4.mp4
uf+1;h,h;6,30;i10 i26;-14;+22a;;"* Balcony Break
* Jail from 1st attack
* Deals 12 damage to self (8 recoverable)
* 2nd hit available only on hit or block
* Recovery listed is for the 1st hit";bbr;Jun-uf+1;Divine Exile - Heaven;r34;;File:t8-p2-jun-uf+1.mp4
uf+2;M;24;i19;-9;+30a (+15);+69a (+53);"* Tornado
* Chip damage (9) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable";trn chp;Jun-uf+2;Totsuka-no-Tsurugi;r35;;File:t8-p2-jun-uf+2.mp4
uf+3;m;17;i20~21;-6~-5;+5~+6;+30a;"Alternate inputs: ub+3, u+3
Low crush 11~27 fs28~30";js11~27 fs28~30;Jun-uf+3;Iwato;r24;;File:Jun-73.mp4
uf+4;m;10;i16~18;-20~-18;-9~-7;;Low crush 10~40 fs41~43;js10~40 fs41~43;Jun-uf+4;;r42;;
uf+4,3;m, m,M;10, 8,20;,i29 i18;-12;+84a (+68);;"* Tornado
* Combo from 1st hit
* Transition to r17 MIA on hit only
* 3rd hit available only as combo from 2nd hit
* 3rd hit deals 12 damage to self (8 recoverable)
,Low crush 1~20 fs21~23";trn js1~20 fs21~23;Jun-uf+4,3;Housenka - Misogi;r31;;File:t8-p2-jun-uf+4,3.mp4
uf+3+4;m,M;5,21;i20~23 i26~30;-8~-4;+18a;;"* Spike
* Alternate inputs: ub+3+4, u+3+4
Low crush 9~30";spk js9~30;Jun-uf+3+4;Saiuntsui;r28;;File:t8-p2-jun-uf+3+4.mp4
1+2+3+4;;;;;;;"* Can't block for 5 seconds
* CH state for 5 seconds";;Jun-1+2+3+4;"<div class=""dotlist"">

* Ki Charge
* Supercharger
</div>";r55;;File:t8-p2-jun-1+2+3+4.mp4
UB,b;;;;;;;Low crush 10~41 fs42~44;js10~41 fs42~44;Jun-UB,b;Back Handspring;;;
f,F+2;m;16;i16~17;-12~-11;+3~+4;;;;Jun-f,F+2;;r31;;
f,F+2,2;m, m;16, 22;,i21;-13;+8a;+7 +53a;"* Balcony Break
* Combo from 1st hit with 8f delay
* Aerial Tornado";bbr;Jun-f,F+2,2;Suiei Ura Saika;r37;;File:t8-p2-jun-f,f+2,2.mp4
f,F+2,3;m, h;16, 22;,i20~21;-8~-7;+29a (+14);;Combo from 1st hit with 8f delay;;Jun-f,F+2,3;Suiei Kagetsu;r35;;File:t8-p2-jun-f,f+2,3.mp4
f,F+2~B;m;16;;+1~+2;+16g~+17g;;"* Restores 2 recoverable health with each pulse
* Transition to r30 with u_d
* Cancel to r15 with DB";;Jun-f,F+2~B;;r14 MIA;;
f,F+2~F;m;16;;+1~+2;+16g~+17g;;"* Cancel to r18 FC with D
* Parries low punches or kicks
* Parries throws
Parry state 1~40";ps1~40;Jun-f,F+2~F;;r14 GEN;;
f,F+3;m;23;i18~19;-9~-8;+2~+3;;Homing;hom;Jun-f,F+3;;r32;;
f,F+3,3+4;m, m,m;23, 12,15;,i35~36 i41~42;+3~+4;+19a;;"* Spike
* Chip damage on block
* Interrupt with i11 from 1st block
,fs25~39";spk chp fs25~39;Jun-f,F+3,3+4;Yukimiguruma;r20;;File:t8-p2-jun-f,f+3,3+4.mp4
f,F+1+2;m;32;i22;+6;+23a (+13);;"* Balcony Break
* Chip damage (6) on block; +5 chip damage in Heat
* Deals 6 damage to self (4 recoverable)";bbr chp;Jun-f,F+1+2;Tokkei - Misogi;r32;;File:t8-p2-jun-f,f+1+2.mp4
f,f,F+3;m;28;i24~28;+3~+7;+14a (+5);+46a (-1);"* Balcony Break
* Chip damage on block
* Alternate input: ub,b+3
Low crush 3~30 Low crush 31~33";bbr chp js3~30 js31~33;Jun-f,f,F+3;Ame-no-Uzume;r27;;File:t8-p2-jun-f,f,f+3.mp4
ws1;h;14;i12~13;-6~-5;+5~+6;;;;Jun-ws1;;r21;;
ws1,1;h, h;14, 7;,i15~16;-9~-8;+2~+3;;"* Elbow
* Combo from 1st hit";elb;Jun-ws1,1;;r27;;
ws1,1,1;h, h, m;14, 7, 20;,i25;-13;+13a (+4);;"* Balcony Break
* Combo from 2nd CH with 4f delay
* Input can be delayed 14f";bbr;Jun-ws1,1,1;Tenkan Saika Shikei;r32;;File:t8-p2-jun-ws1,1,1.mp4
ws1,1,2;h, h, M;14, 7, 22;,i23;-9;+30a (+15);+69a (+53);"* Tornado
* Combo from 2nd CH with 6f delay
* Input can be delayed 14f
* Chip damage on block
* Deals recoverable self-damage when not in Heat";trn chp;Jun-ws1,1,2;Tenkan Saika Renken;r35;;File:t8-p2-jun-ws1,1,2.mp4
ws1,1,4;h, h, h;14, 7, 24;,i23~25;-8~-7;+42a (-16);;"* Balcony Break
* Combo from 2nd CH with 6f delay
* Input can be delayed 14f";bbr;Jun-ws1,1,4;Tenkan Saika Renshuu;r30;;File:t8-p2-jun-ws1,1,4.mp4
ws1,1~B;h, h;14, 7;;+0~+1;+11g~+12g;;"* Restores 2 recoverable health with each pulse
* Transition to r30 with u_d
* Cancel to r15 with DB";;Jun-ws1,1~B;;r14 MIA;;
ws1,1~F;h, h;14, 7;;+0~+1;+11g~+12g;;"* Cancel to r18 FC with D
* Parries low punches or kicks
* Parries throws
Parry state 1~40";ps1~40;Jun-ws1,1~F;;r14 GEN;;
ws1,4;h, m;14, 16;,i22~23;-11~-10;+0c~+1c;;"* Spike
* Combo from 1st hit with 5f delay
* Input can be delayed 10f
* Move can be delayed 8f";spk;Jun-ws1,4;;r29;;
ws1,4,2;h, m, L;14, 16, 17;,i23~24;-16~-14;+0c~+1c;+13a;"* Spike
* Combo from 2nd CH
,High crush 17~";spk cs17~;Jun-ws1,4,2;Tomoezakura;r34 FC;;File:t8-p2-jun-ws1,4,2.mp4
ws1,4,1+2;h, m, m;14, 16, 28;,i25~26;-20~-19;+16a (+11);;"* Balcony Break
* Combo from 2nd CH";bbr;Jun-ws1,4,1+2;Tomoefuji;r39;;File:t8-p2-jun-ws1,4,1+2.mp4
ws2;m;12;i13~14;-8~-7;+5~+6;+32a;Hits grounded up-close only;;Jun-ws2;;r26;;
ws2,1;m, m;12, 20;,i22~23;-12~-11;+19a (10);;"* Balcony Break
* Combo from 1st hit";bbr;Jun-ws2,1;Hyakkaou;r30;;File:t8-p2-jun-ws2,1.mp4
ws3;M;16;i14~15;-13~-12;+25a (+5);;Low crush 17~33 fs34~36;js17~33 fs34~36;Jun-ws3;Gioh;r38;;File:Jun-88.mp4
ws4;m;21;i11~12;-12~-11;+18a (+11);;;;Jun-ws4;Ichikaku;r31;;File:t8-p2-jun-ws4.mp4
ws1+2;m;20;i21;-2;+5;+17 +63a;"* Elbow
* Can recover in r18 FC with D";elb;Jun-ws1+2;Sudare Nagashi;r27;;File:t8-p2-jun-ws1+2.mp4
ws3+4;m;23;i18~19;-21~-20;+38a (+28);;"Tornado
fs15~36";trn fs15~36;Jun-ws3+4;Flowing Moon Scent;r31;;File:t8-p2-jun-ws3+4.mp4
SS.2;m;27;i16;-9;+14a (+5);+34d (+26);"* Balcony Break
* Tornado
* Restores 3 health and 3 recoverable on hit";bbr trn;Jun-SS.2;Kasanegasumi;r31;;File:t8-p2-jun-ss.2.mp4
SS.4;m;20;i18~20;+6~+8;+8c~+10c;;"* Heat Engager

* Spike";he spk;Jun-SS.4;Kagura;r27;;File:t8-p2-jun-ss.4.mp4
SS.1+2;h,h,m;7,9,18;i16 i17 i15~16;-4;+7c~+8c;;"* Homing
* Spike
* Jail from 1st attack
* Combo from 1st hit
* Recovery listed is for the last hit";hom spk;Jun-SS.1+2;Sankouchou;r25 FC;;File:t8-p2-jun-ss.1+2.mp4
FC.3+4;m,m;10,10;i21~22 i23~24;-6~-5;+5c~+6c;;"* Can recover in r22 FC with D
Low crush 5~19 fs20~22";js5~19 fs20~22;Jun-FC.3+4;;r24;;
FC.3+4,3;m,m, m,m;10,10, 10,10;,i31~32 i40~41;+0~+1;+15a;;"* Can recover in r22 FC with D
,Low crush ~21~31 fs32~40";js~21~31 fs32~40;Jun-FC.3+4,3;Twin Cloud Kicks;r24;;File:t8-p2-jun-fc.3+4,3.mp4
FC.df+1;sl,m;6,30;i10 i25~26;-19~-18;+26a (+11);;"* Deals 18 damage to self (12 recoverable)
* 2nd hit available only on hit or block
* Recovery listed is for the 1st hit
High crush 1~";cs1~;Jun-FC.df+1;Divine Exile - Earth;r34 FC;;File:t8-p2-jun-fc.df+1.mp4
FC.df+2;L;12;i16~17;-11~-10;+0~+1;+18~+19;High crush 1~;cs1~;Jun-FC.df+2;Grace;r29 FC;;File:Jun-94.mp4
FC.df+3;L;12;i21;-19;+0c;;"* Clean hit +10a, 15 damage
* Opponent recovers FDFA on CL
High crush 1~";cs1~;Jun-FC.df+3;Kanamegaeshi;r38 FC;;File:t8-p2-jun-fc.df+3.mp4
(Back to wall).b,b,UB;m;21;i39~41;+4c~+6c;+22;;fs5~13 Low crush 14~33 fs34~36;fs5~13 js14~33 fs34~36;Jun-(Back to wall).b,b,UB;[[Wall Jump Attack]];r26;;
GEN.1;L;22;i20~21;-13~-12;+3c~+4c;+26a;High crush 11~;cs11~;Jun-GEN.1;Rurikoukai;r31 FC;;File:t8-p2-jun-gen.1.mp4
GEN.2;m,t;16,32;i16~17;-13~-12;+0d;;"* Transitions to attack throw on front hit only, otherwise knockdown
* Deals 12 damage to self (8 recoverable)
* Frame advantage is -9 if an attack is absorbed
* Chip damage on block if an attack is absorbed
Power crush 8~";chp pc8~;Jun-GEN.2;Kazama Style Spirit;r34;;File:t8-p2-jun-gen.2.mp4
GEN.3;M;14;i17~20;-4c~-1c;+4c~+7c;;Spike;spk;Jun-GEN.3;;r28;;
GEN.3,2;M, M;14, 20;,i24;-9;+33a (+18);;"* Combo from 1st hit
* Chip damage (8) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable";chp;Jun-GEN.3,2;Getsuun Renken;r32;;File:t8-p2-jun-gen.3,2.mp4
GEN.4;h;24;i26~28;+4~+6;+26a (+17);;"* Homing
* Balcony Break
Low crush 16~33 fs34~36";hom bbr js16~33 fs34~36;Jun-GEN.4;Nichiun;r22;;File:t8-p2-jun-gen.4.mp4
IZU.1;h;7;i13~14;-7~-6;+4~+5;;;;Jun-IZU.1;;r25;;
IZU.1,1;h, h;7, 26;,i23~24;-4~-3;+30a (+20);;"* Balcony Break
* Tornado
* Combo from 1st hit with 6f delay
* Restores 1 health on hit
* Restores 1 additional recoverable on hit";bbr trn;Jun-IZU.1,1;Haraede Kannagi;r25;;File:t8-p2-jun-izu.1,1.mp4
IZU.1,2;h, m;7, 20;,i24;-13;+6a;+15a;"* Spike
* Combo from 1st hit with 5f delay
* Input can be delayed 6f";spk;Jun-IZU.1,2;Haraede Musubi;r31;;File:t8-p2-jun-izu.1,2.mp4
