Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
3,1;m, h;11, 12;i13, i18;-3;+7;;"* Combo from 1st hit with 2F delay
* Move cannot be delayed
* Input can be delayed by 2F";;;;r21;;File:t8-p2-fahkumram-3,1.mp4;Fahkumram-3,1;fahkumram
3,1,2;m, h, h;11, 12, 20;i13, ,i21;-0;+38d (+30);;"* Balcony Break
* Tornado
* Combos from 2nd hit CH";bbr trn;;Ayutthaya Piercing Thunder;r26;;File:t8-p2-fahkumram-3,1,2.mp4;Fahkumram-3,1,2;fahkumram
3,1,4;m, h, m;11, 12, 23;i13, ,i21;-14;+8d (-1);;"* Balcony Break
* Combos from 2nd hit CH";bbr;;Ayutthaya Roaring Thunder;;;File:t8-p2-fahkumram-3,1,4.mp4;Fahkumram-3,1,4;fahkumram
3,1,d+4;m, h, L;11, 12, 15;i13, ,i20;-15;-4;+0d;"* Shift to attack throw Murderous Sweep and gain GRF on CH
* Combos from 2nd hit CH";;;Ayutthaya Rumbling Thunder;;;File:t8-p2-fahkumram-3,1,d+4.mp4;Fahkumram-3,1,d+4;fahkumram
3,4;m, m;11, 18;i13, i19;-12;+24g;+34d (+26);"* Knee
* Wallbreak on CH
* Combo from 1st hit CH with 7F delay
* Move can be delayed by 5F
* Input can be delayed by 7F";kne;;Ayutthaya Rush;;;File:t8-p2-fahkumram-3,4.mp4;Fahkumram-3,4;fahkumram
3,4~3;m, m;11, 20;i13, i18;-7;+9;+37d (+29);"* Tornado
* Balcony Break on CH
* Effective startup i34 
* Interrupt with i16 from 1st block
* Interrupt with i5 from 1st hit
* Combo from 1st CH with no delay
* Move cannot be delayed
* Input can be delayed by 15F
* Can be charged";trn;;Tornado Kick Convergence;r28;;File:t8-p2-fahkumram-3,4~3.mp4;Fahkumram-3,4~3;fahkumram
3,4~3*;m, m;11, 23;i13, i36;+9;+70a (+54);;"* Tornado
* Balcony Break
* Effective startup i52
* Interrupt with i34 from 1st block
* Interrupt with i23 from 1st hit
* Cancel to r20 FC with F at frames 20-24 (frames 36-40 from 1st attack)
** Interrupt with i39? from 1st block
** Interrupt with i28? from 1st attack
* 9 chip damage on block
* Powered up with GRF";trn bbr;FC;Tornado Kick Convergence (charged);r31;;File:t8-p2-fahkumram-3,4~3x.mp4;Fahkumram-3,4~3*;fahkumram
3,4~3*~B;m, m;11, 25;i13, i22;-7;+9;;"* Homing
* Balcony Break
* Effective startup i54
* Interrupt with i36 from 3rd block
* Interrupt with i25 from 3rd hit
* Input B during frames 16-24 of Tornado Maw (charged)
* Move can be delayed by 8F from Tornado Maw (charged)";hom bbr;;Tornado Maw;r33;;File:t8-p2-fahkumram-3,4~3x~B.mp4;Fahkumram-3,4~3*~B;fahkumram
3,4~4;m, h;11, 20;i13, i16;+3;+13g;+30a;"* Homing
* Balcony Break
* Strong Aerial Tailspin
* Effective startup i29
* Interrupt with i11 from 1st block
* 6 chip damage on block
* Combos from 1st hit CH
* Interrupt with i11 from 1st block
* Just frame input 3,4:4; effective startup i32
** 24 damage, 7 chip damage, slightly different juggle properties
** Input 4 during frames 14~16 of 3,4
** Interrupt with i14 from 1st block or i3? from 1st hit";hom bbr;;Ayutthaya Night Thunder;r29;;File:t8-p2-fahkumram-3,4~4.mp4;Fahkumram-3,4~4;fahkumram
4;h;10;i12;-12;+3;;* r27 on hit;;;;r30;;File:t8-p2-fahkumram-4.mp4;Fahkumram-4;fahkumram
4,3;h, h;10, 14;i12, i19;-7;+6;+29a;* Combos from 1st hit;;;Thunderstorm;r25;;File:t8-p2-fahkumram-4,3.mp4;Fahkumram-4,3;fahkumram
4,3~4;h, m;10, 20;i12, i21;-5;+9;+44a;"* Knee
* Can be charged
* r25 on block";kne;;Thunderstorm > Erupting Knee Convergence;r23;;File:t8-p2-fahkumram-4,3~4.mp4;Fahkumram-4,3~4;fahkumram
4,3~4*;h, m;10, 25;i12, i36;+9;+73a (+57);;"* Tornado
* Knee
* Powered up with GRF
* Cancel to FC with F";trn kne;FC;Thunderstorm > Erupting Knee Convergence (charged);r30;;File:t8-p2-fahkumram-4,3~4x.mp4;Fahkumram-4,3~4*;fahkumram
4,3~4*~B;h, m;10, 25;i12, i22;-7;+9;;"*
Homing
* Balcony Break";hom bbr;;Eruption Maw;r37;;File:t8-p2-fahkumram-4,3~4x~B.mp4;Fahkumram-4,3~4*~B;fahkumram
4,4;h, L;10, 15;i12, i25;-15;-4;+0d;"* Combos from 3rd hit
* Shift to attack throw Murderous Sweep and gain GRF on CH";;;Twin Bolts;;;File:t8-p2-fahkumram-4,4.mp4;Fahkumram-4,4;fahkumram
3+4;m;20;i18;-9;+18a (+9);+58cs;"* Balcony Break
* Good right sidestep tracking";bbr;;Heavy Middle Kick;r31;;File:t8-p2-fahkumram-3+4.mp4;Fahkumram-3+4;fahkumram
f+2;m;14;i15;-9;+0;;;;;;;;t8-p2-fahkumram-f+2.mp4;Fahkumram-f+2;fahkumram
f+2,1;m, m;14, 22;i15, i20;-14;+33a (+18);;* Combos from 1st hit;;;Cross Blitz;;;t8-p2-fahkumram-f+2,1.mp4;Fahkumram-f+2,1;fahkumram
GRF.f+2,1,2;m, m, m;14, 22, 20;i15, ,i29;+2;+15d;;"* Floor Break
* Elbow
* Consumes GRF
* Partially consumes remaining Heat Time
* Combos from 1st hit
* 6 chip damage on block
* Low crush";fbr elb js;;Naga Slaughter;;;t8-p2-fahkumram-f+2,1,grf.2.mp4;Fahkumram-f+2,1,GRF.2;fahkumram
f+3;m;16;i17;-8;+3;;* Knee;kne;;;;;t8-p2-fahkumram-f+3.mp4;Fahkumram-f+3;fahkumram
f+3,2;m, m;16, 13;i17, i20;-12;-1;;;;;;;;t8-p2-fahkumram-f+3,2.mp4;Fahkumram-f+3,2;fahkumram
f+3,2,1;m, m, h;16, 13, 20;i17, ,i19;-5;+24a (+15);;"* Balcony Break
* Combos from 2nd hit CH
* Delayable";bbr;;Berserker Combination: Hook;;;t8-p2-fahkumram-f+3,2,1.mp4;Fahkumram-f+3,2,1;fahkumram
f+3,2,4;m, m, m;16, 13, 20;i17, ,i20;-12;+6;+36d (+28);"* Knee
* Combos from 2nd hit CH
* Delayable";kne;;Berserker Combination: Knee;;;t8-p2-fahkumram-f+3,2,4.mp4;Fahkumram-f+3,2,4;fahkumram
f+3,2,4~3;m, m, m;16, 13, 20;i17, ,i18;-7;+9;+37d (+29);"* Tornado
* Wallbreak on CH
* Combos from 1st hit CH
* Can be charged";trn;;Berserker Combination > Tornado Kick Convergence;;;t8-p2-fahkumram-f+3,2,4~3.mp4;Fahkumram-f+3,2,4~3;fahkumram
f+3,2,4~3*;m, m, m;16, 13, 23;i17, ,i36;+9;+70a (+54);;"* Tornado
* Balcony Break
* 9 chip damage on block
* Powered up with GRF
* Cancel to FC with F";trn bbr;FC;Berserker Combination >Tornado Kick Convergence (charged);;;t8-p2-fahkumram-f+3,2,4~3x.mp4;Fahkumram-f+3,2,4~3*;fahkumram
f+3,2,4~3*~B;m, m, m;16, 13, 25;i17, ,i22;-7;+9;;"*
Homing
* Balcony Break";hom bbr;;Eruption Maw;;;t8-p2-fahkumram-f+3,2,4~3x~b.mp4;Fahkumram-f+3,2,4~3*~B;fahkumram
f+3,2,4~4;m, m, h;16, 13, 20;i17, ,i16;+3;+13g;+30a;"* Homing
* Balcony Break
* Strong Aerial Tailspin
* 6 chip damage on block
* Combos from 1st hit CH
* Just frame input 3,4:4
* 24 damage, 7 chip damage, slightly different juggle properties";hom bbr;;Berserker Night Thunder;;;t8-p2-fahkumram-f+3,2,4~4.mp4;Fahkumram-f+3,2,4~4;fahkumram
f+4;m;26;i25;+3c;+8c;+14c;* Floor Break;fbr;;Heel Strike;;;t8-p2-fahkumram-f+4.mp4;Fahkumram-f+4;fahkumram
f+1+2;m;25;i21;-4;+24a (+14);;"* Heat Engager

* Heat Dash +36a (+26)

* Balcony Break
* 7 chip damage on block";he bbr;;Horizon Dash;;;t8-p2-fahkumram-f+1+2.mp4;Fahkumram-f+1+2;fahkumram
f+3+4;m;22;i22;-14;+19a (+14);;"* Knee
* -9 frame advantage and 8 chip damage on block after absorbing an attack in power crush state
* Grants GRF on hit
* Power crush 7~21";kne pc7~21;;Deadly Knee;;;t8-p2-fahkumram-f+3+4.mp4;Fahkumram-f+3+4;fahkumram
df+1;m;12;i15;-3;+6;;;;;;;;t8-p2-fahkumram-df+1.mp4;Fahkumram-df+1;fahkumram
df+1,2;m, M;12, 20;i15, i27;-13;+12d;;"* Floor Break
* Elbow
* Combos from 1st hit
* Grants GRF on hit
* Interrupt with i7 from 1st block
* Low crush";fbr elb js;;Aiyara Combination: Mid;;;t8-p2-fahkumram-df+1,2.mp4;Fahkumram-df+1,2;fahkumram
df+1,4;m, h;12, 23;i15, i25;-5;+20a (+11);;"* Heat Engager

* Heat Dash +62a (+42)

* Knee
* Combo from 1st hit with";he kne;;Aiyara Combination: High;r29;;t8-p2-fahkumram-df+1,4.mp4;Fahkumram-df+1,4;fahkumram
df+1,4~3;m, m;12, 20;i15, i18;-7;+9;+37d (+29);"* Tornado
* Wallbreak on CH
* Combos from 1st CH
* Can be charged
* Interrupt with i18 from 1st block
* Interrupt with i9 from 1st hit";trn;;Aiyara Combination > Tornado Kick Convergence;;;t8-p2-fahkumram-df+1,4~3.mp4;Fahkumram-df+1,4~3;fahkumram
df+1,4~3*;m, m;12, 23;i15, i36;+9;+70a (+54);;"* Tornado
* Balcony Break
* 9 chip damage on block
* Powered up with GRF
* Cancel to FC with F
** Interrupt with i41? from 1st block or i32? from 1st hit
* Interrupt with i36 from 1st block
* Interrupt with i27 from 1st hit";trn bbr;FC;Aiyara Combination > Tornado Kick Convergence (charged);;;t8-p2-fahkumram-df+1,4~3x.mp4;Fahkumram-df+1,4~3*;fahkumram
df+1,4~3*~B;m, m;12, 25;i15, i22;-7;+9;;"*
Homing
* Balcony Break
* Interrupt with i38 from 1st block
* Interrupt with i29 from 1st hit";hom bbr;;Tornado Maw;;;t8-p2-fahkumram-df+1,4~3x~b.mp4;Fahkumram-df+1,4~3*~B;fahkumram
df+1,4~4;m, h;12, 20;i15, i16;+3;+13g;+30a;"* Homing
* Balcony Break
* Strong Aerial Tailspin
* 6 chip damage on block
* Combos from 1st hit CH
* Just frame input 3,4:4
** 24 damage, 7 chip damage, slightly different juggle properties
** Interrupt with i16 from 1st block or i7 from 1st hit
* Interrupt with i13 from 1st block
* Interrupt with i4 from 1st hit";hom bbr;;Aiyara Night Thunder;;;t8-p2-fahkumram-df+1,4~4.mp4;Fahkumram-df+1,4~4;fahkumram
df+2;m;10;i15;-7;+4;;;;;;;;t8-p2-fahkumram-df+2.mp4;Fahkumram-df+2;fahkumram
df+2,1;m, m;10, 22;i15, i24;-13;+13d;;"* Balcony Break
* Floor Break
* Elbow
* Combos from 1st hit";bbr fbr elb;;Searing Elbow;;;t8-p2-fahkumram-df+2,1.mp4;Fahkumram-df+2,1;fahkumram
df+2,3;m, h;10, 11;i15, i21;-13;+52cs;;"* Balcony Break
* Combos from 1st hit";bbr;;Searing High Switch;;;t8-p2-fahkumram-df+2,3.mp4;Fahkumram-df+2,3;fahkumram
df+3;l;15;i20;-13;-1c;+28g;;;;Sweeping Thunder;;;t8-p2-fahkumram-df+3.mp4;Fahkumram-df+3;fahkumram
df+3~3;m;20;i17;+2;+12d;;* 6 chip damage on block;;;Thunderbolt;;;t8-p2-fahkumram-df+3~3.mp4;Fahkumram-df+3~3;fahkumram
df+3~4;M;20;i25;-10;+21a (+4);;"* Balcony Break
* Knee
* Just frame input 4 on frames 1-2 for 6 more damage";bbr kne;;Lightning Streamer;;;t8-p2-fahkumram-df+3~4.mp4;Fahkumram-df+3~4;fahkumram
df+4;m;15;i16;-6;+3;;;;;;;;t8-p2-fahkumram-df+4.mp4;Fahkumram-df+4;fahkumram
df+4,1;m, h;15, 25;i16, i22;-6;+14a (+5);;"* Balcony Break
* Combos from 1st hit";bbr;;Chao Suea Rush;;;t8-p2-fahkumram-df+4,1.mp4;Fahkumram-df+4,1;fahkumram
df+4,3;m, m;15, 23;i16, i25;-12;+9d;;"* Tornado
* Knee
* Combos from 1st hit
* Low crush";trn kne js;;Chao Suea Raid;;;t8-p2-fahkumram-df+4,3.mp4;Fahkumram-df+4,3;fahkumram
df+3+4;m,m;8,16;i13;-10;+8;;* Good right sidestep tracking;;;Stomach Rupture;;;t8-p2-fahkumram-df+3+4.mp4;Fahkumram-df+3+4;fahkumram
GRF.df+3+4,3;m,m, m;8,16, 23;i13, i26;-9;+13g;;"* Consumes GRF
* Partially consumes remaining Heat Time
* Transition to +13g RAM on hit
* Combos from 1st hit
* 9 chip damage on block";;RAM;Naga Devourer;;;t8-p2-fahkumram-df+3+4,grf.3.mp4;Fahkumram-df+3+4,GRF.3;fahkumram
d+1;M;20;i18;-5;+8c;+13c;* Elbow;elb;FC;Lightning Elbow;FC;;t8-p2-fahkumram-d+1.mp4;Fahkumram-d+1;fahkumram
d+2;sl;13;i12;-9;+2;;"* Elbow
* High crush";elb cs;;Quick Low Elbow;;;t8-p2-fahkumram-d+2.mp4;Fahkumram-d+2;fahkumram
d+3;L;11;i16;-16;-5;;;;;;;;t8-p2-fahkumram-d+3.mp4;Fahkumram-d+3;fahkumram
d+3,4;L, h;11, 10;i16, i20;-9;+6;;* Combos from 1st hit CH;;;;;;t8-p2-fahkumram-d+3,4.mp4;Fahkumram-d+3,4;fahkumram
d+3,4,3;L, h, h;11, 10, 14;i16, ,i19;-7;+6;+29a;* Combos from 1st hit CH;;;Left Low Kick > Thunderstorm;;;t8-p2-fahkumram-d+3,4,3.mp4;Fahkumram-d+3,4,3;fahkumram
d+3,4,3~4;L, h, m;11, 10, 20;i16, ,i21;-5;+9;+44a;"* Knee
* Can be charged";kne;;Left Low Kick > Erupting Knee Convergence;;;t8-p2-fahkumram-d+3,4,3~4.mp4;Fahkumram-d+3,4,3~4;fahkumram
d+3,4,3~4*;L, h, m;11, 10, 25;i16, ,i36;+9;+73a (+57);;"* Tornado
* Knee
* Powered up with GRF
* Cancel to FC with F";trn kne;FC;Left Low Kick > Erupting Knee Convergence (charged);;;t8-p2-fahkumram-d+3,4,3~4x.mp4;Fahkumram-d+3,4,3~4*;fahkumram
d+3,4,3~4*~B;L, h, m;11, 10, 25;i16, ,i22;-7;+9;;"*
Homing
* Balcony Break";hom bbr;;Eruption Maw;;;t8-p2-fahkumram-d+3,4,3~4x~b.mp4;Fahkumram-d+3,4,3~4*~B;fahkumram
d+3,4,4;L, h, L;11, 10, 15;i16, ,i25;-15;-4;+0d;"* Combos from 3rd hit
* Shift to attack throw Murderous Sweep and gain GRF on CH";;;Left Low Kick > Twin Bolts;;;t8-p2-fahkumram-d+3,4,4.mp4;Fahkumram-d+3,4,4;fahkumram
d+4;L;18;i14;-15;-4;+0d;* Shift to attack throw Murderous Sweep and gain GRF on CH;;;Rumbling Thunder;;;t8-p2-fahkumram-d+4.mp4;Fahkumram-d+4;fahkumram
d+4 (counterhit);l (t);41;i14;;+0d;;"* Shifts to throw on front gounded CH
* Grants GRF on hit";;;Murderous Sweep;;;t8-p2-fahkumram-ch-d+4.mp4;Fahkumram-CH d+4;fahkumram
db+1;sl;5;i10;-5;+6;;;;;;;;File:t8-p2-fahkumram-db+1;Fahkumram-db+1;fahkumram
db+2;m;16;i16;-10;+1;;* High evasion;;;;;;File:t8-p2-fahkumram-db+2;Fahkumram-db+2;fahkumram
db+2,2;m, m;16, 16;i16, i25;-13;+1;;"* Elbow
* Combos from 1st hit";elb;;Lightning Rod;;;File:t8-p2-fahkumram-db+2,2;Fahkumram-db+2,2;fahkumram
db+4;h;23;i20~21;-6;+35d;;"* Strong Aerial Tailspin
* Balcony Break
* Recovers 1f slower on block
* High crush 6~19";bbr cs6~19;;Haang Jora Khee;r31;;File:t8-p2-fahkumram-db+4;Fahkumram-db+4;fahkumram
db+3+4;m;25;i30;-9;+15a;;* Balcony Break;bbr;;Encroaching Storm;;;File:t8-p2-fahkumram-db+3+4;Fahkumram-db+3+4;fahkumram
b+1;m;20;i14;-13;+34d;;;;;Surging Elbow;;;t8-p2-fahkumram-b+1.mp4;Fahkumram-b+1;fahkumram
b+1+3;;;;;;;"* Parries high, mid and low kicks
* Parry state 5~12";ps5~12;;Kick Parry;;;t8-p2-fahkumram-b+1+3.mp4;Fahkumram-b+1+3;fahkumram
b+1+3,P;m,m,h;40;i19;;+19a (+10);;"* Balcony Break
* Only occurs upon successful b+1+3 Parry";bbr;;Triple Vengeance;;;t8-p2-fahkumram-b+1+3,p.mp4;Fahkumram-b+1+3,P;fahkumram
b+2;h;17;i14;-15;-6;;;;;Backhand Blow;;;t8-p2-fahkumram-b+2.mp4;Fahkumram-b+2;fahkumram
b+2,1;h, h;17, 25;i14, i21;-9;+15a (+6);;"* Balcony Break
* Combos from 1st hit";bbr;;Backhand Blow > Piercing Bolt;;;t8-p2-fahkumram-b+2,1.mp4;Fahkumram-b+2,1;fahkumram
b+2+4;;;;;;;"* Parries high and mid punches
* Grants GRF on successful parry
* Regains recoverable health on successful parry
* Parry state 5~12";ps5~12;;Force Interrupt;;;t8-p2-fahkumram-b+2+4.mp4;Fahkumram-b+2+4;fahkumram
b+3;h;27;i16;-7;+15a (+6);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Homing
* 5 chip damage on block";he hom;;Thundershock Kick;r34;;t8-p2-fahkumram-b+3.mp4;Fahkumram-b+3;fahkumram
b+4;m;14;i14;-5;+6;;* Knee;kne;;;;;t8-p2-fahkumram-b+4.mp4;Fahkumram-b+4;fahkumram
b+4,3;m, m;14, 14;i14, i24;-10;-1;;"* Knee
* Combos from 1st hit";kne;;;;;t8-p2-fahkumram-b+4,3.mp4;Fahkumram-b+4,3;fahkumram
b+4,3,2;m, m, m;14, 14, 21;i14, ,i31;-12;+16d;;"* Knee
* Elbow
* Grants GRF on hit";kne elb;;Triple Crush;;;t8-p2-fahkumram-b+4,3,2.mp4;Fahkumram-b+4,3,2;fahkumram
b+1+4;m!;50;i60;!;+9d;;* Unblockable;;;Maximum Voltage;;;t8-p2-fahkumram-b+1+4.mp4;Fahkumram-b+1+4;fahkumram
b+3+4;m;22;i17;-13;+3;+33d (+25);* Balcony Break;bbr;;Heavy Teep;;;t8-p2-fahkumram-b+3+4.mp4;Fahkumram-b+3+4;fahkumram
uf+1;m;20;i28;+6;+24d;;"* Floor Break
* Elbow
* 4 chip damage on block
* Low crush";fbr elb js;;Thundercloud;;;t8-p2-fahkumram-uf+1.mp4;Fahkumram-uf+1;fahkumram
uf+2;h;20;i18;-7;+22a (+13);;"* Balcony Break
* Elbow
* Power crush";bbr elb pc;;Beast Elbow;;;t8-p2-fahkumram-uf+2.mp4;Fahkumram-uf+2;fahkumram
uf+3;m;23;i14;-14;+9a (+0);;"* Heat Engager

* Heat Dash +43d (+35)

* Knee
* Low crush";he kne js;;Erawan Tusk;;;t8-p2-fahkumram-uf+3.mp4;Fahkumram-uf+3;fahkumram
uf+4;m;22;i20;-16;+66a (+55);;"* Tornado
* Balcony Break
* Low crush";trn bbr js;;Tyrant Teep;;;t8-p2-fahkumram-uf+4.mp4;Fahkumram-uf+4;fahkumram
uf+3+4;m,h;10,20;i18~19 i7~8;-11;+16a (-1);;"* Tornado
* Balcony Break
* Knee
* Low crush 18~42";trn bbr kne js18~42;;Twin Knee Barrage;r33;;File:t8-p2-fahkumram-uf+3+4.mp4;Fahkumram-uf+3+4;fahkumram
1+2+3+4;;;;;;;;;;Ki Charge;;;t8-p2-fahkumram-1+2+3+4.mp4;Fahkumram-1+2+3+4;fahkumram
b,f+4;h;25;i18;+6;+47cs;;"* Reversal Break
* Good left sidestep tracking
* 10 chip damage on block";rbr;;Lashing Squall;;;t8-p2-fahkumram-b,f+4.mp4;Fahkumram-b,f+4;fahkumram
f,F+3;L;20;i21;-14;+4;;;;;Flash Channel;;;t8-p2-fahkumram-f,f+3.mp4;Fahkumram-f,F+3;fahkumram
f,F+4;m;25;i22;-13;+33a;;"* Homing
* Balcony Break";hom bbr;;Stormbreaker;;;t8-p2-fahkumram-f,f+4.mp4;Fahkumram-f,F+4;fahkumram
f,F+4~1;m;20;i21;-3c;+8c;+32d;"* Spike (CH)
* Floor Break";fbr;;Barbaric Elbow;;;t8-p2-fahkumram-f,f+4~1.mp4;Fahkumram-f,F+4~1;fahkumram
f,F+4~3;L;15;i19;-23;-1c;;;;;;;;t8-p2-fahkumram-f,f+4~3.mp4;Fahkumram-f,F+4~3;fahkumram
f,F+4~3,2;L, m;15, 20;i19, i25;+0;+13d (-4);;"* Elbow
* Powered up in GRF
* Combos from 1st hit CH
* 6 chip damage on block";elb;;Ramasura;;;t8-p2-fahkumram-f,f+4~3,2.mp4;Fahkumram-f,F+4~3,2;fahkumram
f,F+1+2;m;22;i18;-14;+43a (+33);;* Grants GRF on hit;;;Vicious Uppercut;;;t8-p2-fahkumram-f,f+1+2.mp4;Fahkumram-f,F+1+2;fahkumram
uf,n,4;m;20;i23;-13;+32a (+22);;* Low crush 9~;js9~;;Delayed Rising Toe kick;r30;;t8-p2-fahkumram-uf,n,4.mp4;Fahkumram-uf,n,4;fahkumram
f,f,F+3;m;30;i19;+6;+15a (+5);;"* Knee
* 9 chip damage on block
* Low crush";kne js;;Gale Force;;;t8-p2-fahkumram-f,f,f+3.mp4;Fahkumram-f,f,F+3;fahkumram
ws1;m;12;i13;-4;+4;;* Elbow;elb;;;;;t8-p2-fahkumram-ws1.mp4;Fahkumram-ws1;fahkumram
ws1,2;m, h;12, 25;i13, i18;-9;+20a (11);;"* Heat Engager

* Heat Dash +43d (+35)

* Elbow
* Combo from 1st hit with 9F delay
* Move can be delayed by 10F
* Input can be delayed by 13F";he elb;;Khorat Combination;r29;;t8-p2-fahkumram-ws1,2.mp4;Fahkumram-ws1,2;fahkumram
ws2;m;13;i14;-9;+7;;;;;;;;t8-p2-fahkumram-ws2.mp4;Fahkumram-ws2;fahkumram
